SampleId	GROUP	Year	Image#	Group#	NObj	Type	AvgLumenArea	AvgLumenLength	AvgLumenWidth	AvgHorizontalPosition	AvgVerticalPosition	AvgLumenPerimeter	AvgLumenFormCoefficient	AvgLumenL/W	TotLumenArea	TotLumenLength	TotLumenWidth	TotLumenPerimeter	
1_dekH_4	GLOBAL	1_dekH_4.TIF	0.0000 0.0000	jt	16.2.2018 12:25:50	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim µm	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	1	Y 180.0000	10	192 2048 598 3118	2014	1	B E	1171317.0000	690.2000	1819.0000	64.37	753986.5500	0.06	708.0500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	35.57	416622.4000	1443.9626	39.4487	36.0487	159.1790	0.6588	1.2159	39	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	0 0.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	9	7	4	3	0	5	5	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1_dekH_4	CELL	2014	1	1	0	V	713.8300	11.9000	3.4000	464.3753	5146.4093	20.4000	72.2500	104.5500	204.3379	0.2148	3.5000	
1_dekH_4	CELL	2014	1	2	0	V	945.0300	44.2000	27.2000	497.3202	4994.0021	22.1000	144.5000	210.8000	124.5488	0.7656	1.6250	
1_dekH_4	CELL	2014	1	3	0	V	2970.9200	64.6000	54.4000	530.6745	5227.9498	39.1000	227.8000	331.5000	227.6908	0.7201	1.1875	
1_dekH_4	CELL	2014	1	4	0	V	3491.1200	59.5000	56.1000	543.8649	5046.0349	0.8500	217.6000	277.9500	252.9897	0.6854	1.0606	
1_dekH_4	CELL	2014	1	5	0	V	705.1600	37.4000	20.4000	540.3422	4823.1230	34.0000	5.1000	76.5000	112.8724	0.6955	1.8333	
1_dekH_4	CELL	2014	1	6	0	V	341.0200	18.7000	23.8000	532.7195	4676.1525	15.3000	11.0500	45.0500	79.7891	0.6731	0.7857	
1_dekH_4	CELL	2014	1	7	0	V	2106.8100	66.3000	40.8000	563.3739	4786.7756	30.6000	83.3000	180.2000	192.6614	0.7133	1.6250	
1_dekH_4	CELL	2014	1	8	0	V	1063.5200	34.0000	37.4000	572.0038	4527.5158	17.0000	29.7500	80.7500	122.6027	0.8891	0.9091	
1_dekH_4	CELL	2014	1	9	0	V	658.9200	11.9000	27.2000	563.6395	4666.5671	9.3500	8.5000	29.7500	142.0635	0.4103	0.4375	
1_dekH_4	CELL	2014	1	10	0	V	1855.3800	57.8000	37.4000	593.4271	4824.0651	5.1000	119.8500	182.7500	190.7154	0.6410	1.5455	
