SampleId	GROUP	Year	Image#	Group#	NObj	Type	AvgLumenArea	AvgLumenLength	AvgLumenWidth	AvgHorizontalPosition	AvgVerticalPosition	AvgLumenPerimeter	AvgLumenFormCoefficient	AvgLumenL/W	TotLumenArea	TotLumenLength	TotLumenWidth	TotLumenPerimeter	
5_dekD_1	CELL	2014	1	105	0	V	604.0100	28.9000	27.2000	817.7569	6619.0354	45.9000	14.4500	89.2500	108.9802	0.6391	1.0625	
5_dekD_1	CELL	2014	1	106	0	V	4230.9600	76.5000	64.6000	852.8740	6386.8686	4.2500	111.3500	192.1000	280.2348	0.6770	1.1842	
5_dekD_1	CELL	2014	1	107	0	V	1786.0200	51.0000	39.1000	854.7727	5563.6489	119.0000	123.2500	293.2500	247.1515	0.3674	1.3043	
5_dekD_1	CELL	2014	1	108	0	V	413.2700	22.1000	17.0000	842.8077	5723.6028	32.3000	3.4000	57.8000	105.0881	0.4703	1.3000	
5_dekD_1	CELL	2014	1	109	0	V	1939.1900	27.2000	57.8000	875.6773	6608.7538	28.0500	54.4000	109.6500	268.5583	0.3379	0.4706	
5_dekD_1	CELL	2014	1	110	0	V	1271.6000	32.3000	44.2000	876.3423	4742.6832	79.0500	5.9500	117.3000	153.7399	0.6761	0.7308	
5_dekD_1	CELL	2014	1	111	0	V	2823.5300	57.8000	57.8000	891.5934	5710.5523	3.4000	6.8000	68.0000	363.9160	0.2679	1.0000	
5_dekD_1	CELL	2014	1	112	0	V	2982.4800	57.8000	57.8000	898.7564	5928.1389	81.6000	7.6500	147.0500	239.3672	0.6541	1.0000	
5_dekD_1	CELL	2014	1	113	0	V	2144.3800	61.2000	44.2000	929.5540	6833.4524	292.4000	11.9000	365.5000	194.6075	0.7115	1.3846	
5_dekD_1	CELL	2014	1	114	0	V	2228.1900	39.1000	56.1000	923.0515	4747.8619	5.1000	0.8500	45.0500	231.5829	0.5221	0.6970	
5_dekD_1	CELL	2014	1	115	0	V	3719.4300	69.7000	64.6000	948.3636	4942.6397	144.5000	65.4500	279.6500	258.8280	0.6977	1.0789	
5_dekD_1	CELL	2014	1	116	0	V	4170.2700	81.6000	64.6000	955.8064	6053.7283	88.4000	62.9000	232.9000	266.6123	0.7372	1.2632	
5_dekD_1	CELL	2014	1	117	0	V	523.0900	28.9000	11.9000	939.6398	5022.0630	92.6500	1.7000	123.2500	144.0095	0.3170	2.4286	
5_dekD_1	CELL	2014	1	118	0	V	1996.9900	44.2000	44.2000	944.3980	5059.3525	19.5500	44.2000	107.9500	210.1761	0.5681	1.0000	
5_dekD_1	CELL	2014	1	119	0	V	3057.6200	56.1000	57.8000	957.2398	5707.1314	11.0500	45.0500	112.2000	346.4013	0.3202	0.9706	
5_dekD_1	CELL	2014	1	120	0	V	3228.1300	68.0000	57.8000	968.1964	6255.2877	25.5000	6.8000	100.3000	278.2887	0.5238	1.1765	
5_dekD_1	CELL	2014	1	121	0	V	3748.3300	59.5000	61.2000	972.8889	5918.6581	3.4000	1.7000	64.6000	408.6757	0.2820	0.9722	
5_dekD_1	CELL	2014	1	122	0	V	3176.1100	78.2000	47.6000	981.2388	5318.5854	105.4000	43.3500	226.9500	245.2054	0.6638	1.6429	
5_dekD_1	CELL	2014	1	123	0	V	788.9700	27.2000	34.0000	956.6205	5242.2209	160.6500	12.7500	200.6000	110.9263	0.8058	0.8000	
5_dekD_1	CELL	2014	1	124	0	V	3210.7900	76.5000	51.0000	983.8272	5505.7491	68.0000	51.0000	195.5000	237.4212	0.7158	1.5000	
5_dekD_1	CELL	2014	1	125	0	V	3124.0900	68.0000	52.7000	1001.0751	5831.9200	159.8000	34.0000	261.8000	233.5290	0.7199	1.2903	
5_dekD_1	CELL	2014	1	126	0	V	3002.7100	68.0000	51.0000	1011.4673	6481.2165	331.5000	22.1000	421.6000	243.2594	0.6377	1.3333	
5_dekD_1	CELL	2014	1	127	0	V	2846.6500	74.8000	44.2000	1022.3955	6821.7807	13.6000	4.2500	92.6500	229.6369	0.6784	1.6923	
5_dekD_1	CELL	2014	1	128	0	V	962.3700	30.6000	34.0000	1007.1760	5246.0826	13.6000	48.4500	92.6500	149.8478	0.5386	0.9000	
5_dekD_1	CELL	2014	1	129	0	V	783.1900	25.5000	30.6000	1001.5823	4742.9310	24.6500	29.7500	79.9000	126.4949	0.6151	0.8333	
5_dekD_1	CELL	2014	1	130	0	V	1768.6800	42.5000	40.8000	1027.7111	6608.5250	54.4000	28.9000	125.8000	200.4457	0.5532	1.0417	
5_dekD_1	CELL	2014	1	131	0	V	1216.6900	28.9000	49.3000	1020.9853	6249.3979	5.1000	13.6000	47.6000	165.4164	0.5588	0.5862	
5_dekD_1	CELL	2014	1	132	0	V	3205.0100	68.0000	54.4000	1041.3657	6728.7686	185.3000	11.0500	264.3500	249.0976	0.6491	1.2500	
5_dekD_1	CELL	2014	1	133	0	V	309.2300	17.0000	23.8000	1075.7187	6815.5701	4.2500	11.9000	33.1500	68.1126	0.8376	0.7143	
5_dekD_2	GLOBAL	5_dekD_2.TIF	0.0000 0.0000	jt	16.2.2018 12:34:51	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim µm	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	0	Y 180.0000	10	398 2112 840 3140	2014	1	B E	1229336.6400	751.4000	1747.6000	75.82	932025.0000	0.12	1476.7900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	24.06	295834.8500	1915.9824	40.1818	39.8727	220.3488	0.4454	1.0437	66	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	4 2.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	10	10	4	4	2	2	2	5	7	6	4	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
5_dekD_2	CELL	2014	1	1	0	V	566.4400	27.2000	23.8000	783.5786	5152.6653	16.1500	105.4000	148.7500	105.0881	0.6446	1.1429	
5_dekD_2	CELL	2014	1	2	0	V	523.0900	23.8000	25.5000	795.6376	5086.4939	10.2000	302.6000	336.6000	85.6273	0.8965	0.9333	
5_dekD_2	CELL	2014	1	3	0	V	346.8000	13.6000	27.2000	805.4033	5275.1142	28.9000	3.4000	45.9000	77.8430	0.7192	0.5000	
5_dekD_2	CELL	2014	1	4	0	V	907.4600	25.5000	34.0000	830.9589	3918.5054	12.7500	208.2500	246.5000	153.7399	0.4825	0.7500	
5_dekD_2	CELL	2014	1	5	0	V	1424.7700	18.7000	25.5000	839.9655	5274.0345	6.8000	276.2500	301.7500	247.1515	0.2931	0.7333	
5_dekD_2	CELL	2014	1	6	0	V	352.5800	22.1000	17.0000	833.4320	4640.5262	32.3000	124.1000	178.5000	81.7351	0.6632	1.3000	
5_dekD_2	CELL	2014	1	7	0	V	647.3600	18.7000	37.4000	836.3393	4368.1121	17.8500	23.8000	60.3500	110.9263	0.6611	0.5000	
5_dekD_2	CELL	2014	1	8	0	V	549.1000	17.0000	23.8000	864.1011	4874.3563	19.5500	4.2500	40.8000	136.2253	0.3718	0.7143	
5_dekD_2	CELL	2014	1	9	0	V	751.4000	25.5000	34.0000	865.5223	5128.5535	51.0000	51.8500	128.3500	110.9263	0.7674	0.7500	
5_dekD_2	CELL	2014	1	10	0	V	338.1300	15.3000	10.2000	876.8077	4344.2701	45.9000	3.4000	64.6000	124.5488	0.2739	1.5000	
5_dekD_2	CELL	2014	1	11	0	V	1635.7400	35.7000	49.3000	882.8887	4446.3110	17.8500	74.8000	128.3500	307.4798	0.2174	0.7241	
5_dekD_2	CELL	2014	1	12.1	0	V	2775.8450	57.8000	18.7000	926.5867	5208.5469	62.9000	120.7000	241.4000	220.8795	0.3575	3.0909	
5_dekD_2	CELL	2014	1	12.2	0	V	2775.8450	57.8000	18.7000	926.5867	5208.5469	62.9000	120.7000	241.4000	220.8795	0.3575	3.0909	
5_dekD_2	CELL	2014	1	13	0	V	809.2000	20.4000	37.4000	889.6282	4606.6539	59.5000	5.9500	85.8500	138.1713	0.5326	0.5455	
5_dekD_2	CELL	2014	1	14	0	V	656.0300	23.8000	27.2000	892.9194	3676.5608	11.9000	79.0500	114.7500	134.2792	0.4572	0.8750	
5_dekD_2	CELL	2014	1	15	0	V	829.4300	25.5000	28.9000	893.4240	4523.8125	20.4000	34.0000	79.9000	200.4457	0.2594	0.8824	
5_dekD_2	CELL	2014	1	16	0	V	523.0900	23.8000	18.7000	900.6243	4758.9387	63.7500	0.8500	88.4000	157.6321	0.2645	1.2727	
5_dekD_2	CELL	2014	1	17	0	V	1728.2200	40.8000	34.0000	903.2060	4906.3023	5.1000	33.1500	79.0500	241.3133	0.3729	1.2000	
5_dekD_2	CELL	2014	1	18	0	V	450.8400	27.2000	15.3000	905.8494	4365.6654	22.1000	11.0500	60.3500	110.9263	0.4604	1.7778	
5_dekD_2	CELL	2014	1	19	0	V	846.7700	39.1000	10.2000	916.1666	4340.5932	3.4000	3.4000	45.9000	182.9311	0.3180	3.8333	
5_dekD_2	CELL	2014	1	20	0	V	748.5100	23.8000	27.2000	918.6892	4067.8900	28.9000	248.2000	300.9000	126.4949	0.5878	0.8750	
5_dekD_2	CELL	2014	1	21	0	V	2259.9800	52.7000	47.6000	934.5391	4610.0978	5.9500	232.9000	291.5500	233.5290	0.5208	1.1071	
5_dekD_2	CELL	2014	1	22	0	V	820.7600	32.3000	40.8000	920.4243	4975.7803	14.4500	235.4500	282.2000	138.1713	0.5402	0.7917	
5_dekD_2	CELL	2014	1	23	0	V	1277.3800	22.1000	25.5000	935.0615	4254.2731	3.4000	9.3500	34.8500	284.1270	0.1988	0.8667	
5_dekD_2	CELL	2014	1	24.1	0	V	2079.3550	43.3500	25.5000	957.1496	4727.5122	1.7000	172.5500	217.6000	187.7962	0.3705	1.7000	
5_dekD_2	CELL	2014	1	24.2	0	V	2079.3550	43.3500	25.5000	957.1496	4727.5122	1.7000	172.5500	217.6000	187.7962	0.3705	1.7000	
5_dekD_2	CELL	2014	1	25	0	V	1340.9600	42.5000	35.7000	958.3860	3745.1220	56.1000	15.3000	113.9000	161.5242	0.6459	1.1905	
5_dekD_2	CELL	2014	1	26	0	V	1427.6600	35.7000	51.0000	956.4840	4356.5597	3.4000	226.1000	265.2000	219.9065	0.3710	0.7000	
5_dekD_2	CELL	2014	1	27	0	V	3083.6300	61.2000	56.1000	999.3355	4268.6618	3.4000	0.8500	65.4500	470.9502	0.1747	1.0909	
5_dekD_2	CELL	2014	1	28	0	V	427.7200	23.8000	6.8000	984.7824	4763.0324	1.7000	118.1500	143.6500	124.5488	0.3465	3.5000	
5_dekD_2	CELL	2014	1	29	0	V	1028.8400	35.7000	35.7000	985.2264	4513.6671	37.4000	5.9500	79.0500	122.6027	0.8601	1.0000	
5_dekD_2	CELL	2014	1	30	0	V	2673.2500	47.6000	51.0000	1023.7235	3990.6995	1.7000	10.2000	59.5000	459.2737	0.1593	0.9333	
5_dekD_2	CELL	2014	1	31	0	V	2970.9200	54.4000	64.6000	1012.2805	5118.3246	52.7000	5.9500	113.0500	276.3426	0.4889	0.8421	
5_dekD_2	CELL	2014	1	32	0	V	2840.8700	64.6000	52.7000	1023.5833	4683.5380	119.0000	11.0500	194.6500	219.9065	0.7382	1.2258	
5_dekD_2	CELL	2014	1	33	0	V	3375.5200	78.2000	47.6000	1029.3646	4915.8309	30.6000	39.1000	147.9000	387.2689	0.2828	1.6429	
5_dekD_2	CELL	2014	1	34	0	V	676.2600	18.7000	28.9000	1007.8821	3753.6218	12.7500	150.4500	181.9000	140.1174	0.4329	0.6471	
5_dekD_2	CELL	2014	1	35	0	V	569.3300	11.9000	23.8000	1021.6914	4520.5157	5.9500	7.6500	25.5000	179.0389	0.2232	0.5000	
5_dekD_2	CELL	2014	1	36	0	V	2089.4700	37.4000	51.0000	1053.0030	3722.4568	99.4500	0.8500	137.7000	363.9160	0.1983	0.7333	
5_dekD_2	CELL	2014	1	37	0	V	858.3300	27.2000	32.3000	1048.8428	4524.4040	3.4000	5.1000	35.7000	167.3625	0.3851	0.8421	
5_dekD_2	CELL	2014	1	38	0	V	3915.9500	61.2000	59.5000	1077.0987	4420.3676	0.8500	1.7000	63.7500	369.7543	0.3599	1.0286	
5_dekD_2	CELL	2014	1	39	0	V	3196.3400	56.1000	61.2000	1073.4301	5126.1041	3.4000	58.6500	118.1500	247.1515	0.6576	0.9167	
5_dekD_2	CELL	2014	1	40	0	V	2407.3700	49.3000	61.2000	1080.4143	3657.9694	81.6000	2.5500	133.4500	235.4751	0.5456	0.8056	
5_dekD_2	CELL	2014	1	41	0	V	1179.1200	25.5000	49.3000	1085.4875	4520.7833	6.8000	3.4000	35.7000	179.0389	0.4622	0.5172	
5_dekD_2	CELL	2014	1	42	0	V	2820.6400	3.4000	44.2000	1115.5501	4682.5786	0.8500	0.8500	5.1000	416.4601	0.2044	0.0769	
5_dekD_2	CELL	2014	1	43	0	V	2283.1000	40.8000	71.4000	1110.0892	3986.3235	12.7500	5.1000	58.6500	237.4212	0.5090	0.5714	
5_dekD_2	CELL	2014	1	44	0	V	2453.6100	64.6000	37.4000	1129.3927	4634.1700	0.8500	100.3000	165.7500	272.4505	0.4154	1.7273	
5_dekD_2	CELL	2014	1	45	0	V	3254.1400	62.9000	61.2000	1132.7616	4528.3471	3.4000	130.9000	197.2000	295.8034	0.4673	1.0278	
5_dekD_2	CELL	2014	1	46	0	V	3155.8800	51.0000	68.0000	1130.5747	3672.4437	3.4000	10.2000	64.6000	284.1270	0.4913	0.7500	
5_dekD_2	CELL	2014	1	47	0	V	2832.2000	56.1000	54.4000	1150.5617	5022.1469	170.8500	3.4000	230.3500	217.9604	0.7492	1.0313	
5_dekD_2	CELL	2014	1	48	0	V	3482.4500	56.1000	68.0000	1165.1419	3994.2861	6.8000	116.4500	179.3500	289.9652	0.5205	0.8250	
5_dekD_2	CELL	2014	1	49.1	0	V	1786.0200	17.8500	36.5500	1182.5274	4921.8824	39.9500	3.4000	61.2000	189.7423	0.3117	0.4884	
5_dekD_2	CELL	2014	1	49.2	0	V	1786.0200	17.8500	36.5500	1182.5274	4921.8824	39.9500	3.4000	61.2000	189.7423	0.3117	0.4884	
5_dekD_2	CELL	2014	1	50	0	V	907.4600	42.5000	18.7000	1181.0723	4203.0064	154.7000	107.1000	304.3000	206.2839	0.2680	2.2727	
5_dekD_2	CELL	2014	1	51	0	V	1800.4700	30.6000	47.6000	1186.5454	3683.5289	0.8500	21.2500	52.7000	212.1222	0.5028	0.6429	
5_dekD_2	CELL	2014	1	52	0	V	3450.6600	73.1000	56.1000	1218.2180	5026.7647	3.4000	60.3500	136.8500	252.9897	0.6775	1.3030	
5_dekD_2	CELL	2014	1	53	0	V	2910.2300	49.3000	54.4000	1228.5463	4418.7339	41.6500	3.4000	94.3500	344.4553	0.3082	0.9063	
5_dekD_2	CELL	2014	1	54	0	V	2846.6500	54.4000	57.8000	1229.6713	3882.3392	201.4500	3.4000	259.2500	225.7447	0.7020	0.9412	
5_dekD_2	CELL	2014	1	55	0	V	3615.3900	74.8000	57.8000	1237.8310	5236.0883	113.9000	9.3500	198.0500	249.0976	0.7322	1.2941	
5_dekD_2	CELL	2014	1	56.1	0	V	1931.9650	30.6000	25.5000	1248.2514	4929.1277	14.4500	71.4000	116.4500	188.7693	0.3407	1.2000	
5_dekD_2	CELL	2014	1	56.2	0	V	1931.9650	30.6000	25.5000	1248.2514	4929.1277	14.4500	71.4000	116.4500	188.7693	0.3407	1.2000	
5_dekD_2	CELL	2014	1	57	0	V	3285.9300	59.5000	34.0000	1278.1503	4773.6030	249.9000	51.8500	361.2500	356.1317	0.3256	1.7500	
5_dekD_2	CELL	2014	1	58	0	V	5884.0400	95.2000	78.2000	1297.6252	4161.5048	60.3500	42.5000	198.0500	334.7249	0.6599	1.2174	
5_dekD_2	CELL	2014	1	59	0	V	2751.2800	54.4000	59.5000	1285.3000	3893.8714	4.2500	56.9500	115.6000	216.0143	0.7409	0.9143	
5_dekD_2	CELL	2014	1	60	0	V	2699.2600	37.4000	61.2000	1287.5662	4427.6700	4.2500	50.1500	91.8000	309.4259	0.3543	0.6111	
5_dekD_2	CELL	2014	1	61	0	V	2606.7800	69.7000	44.2000	1312.6262	4250.9838	134.3000	39.9500	243.9500	202.3918	0.7997	1.5769	
5_dekD_2	CELL	2014	1	62	0	V	3213.6800	71.4000	56.1000	1350.3397	3765.9326	146.2000	11.9000	229.5000	231.5829	0.7530	1.2727	
6_dekD_1	GLOBAL	6_dekD_1.TIF	0.0000 0.0000	jt	16.2.2018 12:36:26	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim µm	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	0	Y 180.0000	10	61 142 615 571	2014	1	B E	631193.3400	941.8000	729.3000	65.15	411252.7800	0.16	1040.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	34.68	218900.1600	1617.9750	41.7000	35.4500	164.2716	0.5567	1.1130	34	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	4 2.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	6	1	2	1	4	4	1	5	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6_dekD_1	CELL	2014	1	1	0	V	323.6800	18.7000	20.4000	298.4563	768.9161	11.9000	209.9500	240.5500	66.1666	0.9291	0.9167	
6_dekD_1	CELL	2014	1	2.1	0	V	637.2450	13.6000	11.9000	355.8898	877.5045	25.5000	1.7000	40.8000	103.1420	0.3764	1.1429	
6_dekD_1	CELL	2014	1	2.2	0	V	637.2450	13.6000	11.9000	355.8898	877.5045	25.5000	1.7000	40.8000	103.1420	0.3764	1.1429	
6_dekD_1	CELL	2014	1	3.1	0	V	773.0750	11.0500	27.2000	397.3138	882.9387	7.6500	0.8500	19.5500	108.9802	0.4090	0.4062	
6_dekD_1	CELL	2014	1	3.2	0	V	773.0750	11.0500	27.2000	397.3138	882.9387	7.6500	0.8500	19.5500	108.9802	0.4090	0.4062	
6_dekD_1	CELL	2014	1	4	0	V	465.2900	22.1000	23.8000	400.7671	536.8199	9.3500	11.9000	43.3500	81.7351	0.8752	0.9286	
6_dekD_1	CELL	2014	1	5	0	V	1835.1500	56.1000	35.7000	422.8663	685.1723	44.2000	282.2000	382.5000	179.0389	0.7194	1.5714	
6_dekD_1	CELL	2014	1	6	0	V	1112.6500	37.4000	37.4000	445.1527	554.7299	49.3000	175.1000	261.8000	149.8478	0.6227	1.0000	
6_dekD_1	CELL	2014	1	7	0	V	2433.3800	52.7000	37.4000	475.9738	798.6770	87.5500	9.3500	149.6000	284.1270	0.3788	1.4091	
6_dekD_1	CELL	2014	1	8	0	V	537.5400	30.6000	20.4000	502.7978	595.9140	83.3000	17.8500	131.7500	91.4655	0.8074	1.5000	
6_dekD_1	CELL	2014	1	9	0	V	1725.3300	44.2000	54.4000	530.3146	461.8618	50.1500	75.6500	170.0000	223.7986	0.4329	0.8125	
6_dekD_1	CELL	2014	1	10	0	V	1996.9900	47.6000	47.6000	531.6129	810.5974	9.3500	87.5500	144.5000	180.9850	0.7661	1.0000	
6_dekD_1	CELL	2014	1	11.1	0	V	1033.1750	21.2500	28.9000	560.0703	886.2445	59.5000	5.1000	85.8500	113.8454	0.5009	0.7353	
6_dekD_1	CELL	2014	1	11.2	0	V	1033.1750	21.2500	28.9000	560.0703	886.2445	59.5000	5.1000	85.8500	113.8454	0.5009	0.7353	
6_dekD_1	CELL	2014	1	12	0	V	381.4800	18.7000	13.6000	559.6091	480.4432	3.4000	200.6000	222.7000	97.3038	0.5063	1.3750	
6_dekD_1	CELL	2014	1	13	0	V	2996.9300	64.6000	56.1000	587.4279	592.3607	17.8500	5.1000	87.5500	216.0143	0.8071	1.1515	
6_dekD_1	CELL	2014	1	14	0	V	3771.4500	79.9000	56.1000	620.6003	731.2684	147.9000	53.5500	281.3500	241.3133	0.8139	1.4242	
6_dekD_1	CELL	2014	1	15.1	0	V	1351.0750	25.5000	30.6000	612.4436	894.7382	8.5000	91.8000	125.8000	117.7375	0.6124	0.8333	
6_dekD_1	CELL	2014	1	15.2	0	V	1351.0750	25.5000	30.6000	612.4436	894.7382	8.5000	91.8000	125.8000	117.7375	0.6124	0.8333	
6_dekD_1	CELL	2014	1	16	0	V	2534.5300	57.8000	54.4000	648.1458	607.7607	4.2500	23.8000	85.8500	196.5536	0.8244	1.0625	
6_dekD_1	CELL	2014	1	17	0	V	1976.7600	78.2000	34.0000	664.1284	298.0294	79.0500	124.1000	281.3500	216.0143	0.5324	2.3000	
6_dekD_1	CELL	2014	1	18	0	V	1716.6600	56.1000	34.0000	681.5769	350.6636	2.5500	152.1500	210.8000	206.2839	0.5069	1.6500	
6_dekD_1	CELL	2014	1	19	0	V	624.2400	25.5000	18.7000	673.5227	404.3796	113.0500	7.6500	146.2000	120.6566	0.5388	1.3636	
6_dekD_1	CELL	2014	1	20	0	V	421.9400	37.4000	13.6000	697.8267	452.8986	61.2000	68.0000	166.6000	99.2498	0.5383	2.7500	
6_dekD_1	CELL	2014	1	21	0	V	2254.2000	45.9000	54.4000	719.3092	419.3573	0.8500	3.4000	50.1500	252.9897	0.4426	0.8438	
6_dekD_1	CELL	2014	1	22	0	V	3060.5100	74.8000	51.0000	751.6761	789.3474	83.3000	4.2500	162.3500	233.5290	0.7052	1.4667	
6_dekD_1	CELL	2014	1	23	0	V	2754.1700	49.3000	51.0000	771.8196	580.9451	17.8500	3.4000	70.5500	239.3672	0.6040	0.9667	
6_dekD_1	CELL	2014	1	24	0	V	4158.7100	74.8000	66.3000	783.8300	405.4352	5.1000	94.3500	174.2500	254.9358	0.8041	1.1282	
6_dekD_1	CELL	2014	1	25	0	V	2476.7300	66.3000	45.9000	794.9295	753.0881	51.0000	69.7000	187.0000	206.2839	0.7314	1.4444	
6_dekD_1	CELL	2014	1	26	0	V	393.0400	20.4000	22.1000	800.8000	801.4375	4.2500	111.3500	136.0000	85.6273	0.6736	0.9231	
6_dekD_1	CELL	2014	1	27	0	V	1540.3700	35.7000	49.3000	836.1735	542.1884	58.6500	3.4000	97.7500	157.6321	0.7790	0.7241	
6_dekD_1	CELL	2014	1	28	0	V	2427.6000	56.1000	39.1000	881.0554	558.4460	3.4000	17.8500	77.3500	231.5829	0.5688	1.4348	
6_dekD_1	CELL	2014	1	29	0	V	1051.9600	54.4000	27.2000	881.2538	602.6967	28.9000	41.6500	124.9500	169.3085	0.4612	2.0000	
6_dekD_1	CELL	2014	1	30	0	V	2450.7200	69.7000	44.2000	944.6748	374.2426	62.0500	15.3000	147.0500	216.0143	0.6600	1.5769	
6_dekH_3	GLOBAL	6_dekH_3.TIF	0.0000 0.0000	jt	16.2.2018 12:37:48	Regent Instruments Inc.  WinCELL Pro 2011a 	ObjKnownDim µm	1.700000 1.700000	0.0000	THD-177	A<300.0000 	CentreHV	N	0	Y 180.0000	10	334 858 664 1704	2014	1	B E	740013.4000	561.0000	1438.2000	93.96	695299.3200	0.05	387.2600	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	5.99	44326.8200	1062.9272	36.0923	29.2923	146.5544	0.6137	1.3547	39	0.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	0 0.0	0 0.0		AREA	30	0.0000 300.0000 600.0000 900.0000 1200.0000 1500.0000 1800.0000 2100.0000 2400.0000 2700.0000 3000.0000 3300.0000 3600.0000 3900.0000 4200.0000 4500.0000 4800.0000 5100.0000 5400.0000 5700.0000 6000.0000 6300.0000 6600.0000 6900.0000 7200.0000 7500.0000 7800.0000 8100.0000 8400.0000 8700.0000 inf.	0	12	10	6	1	4	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6_dekH_3	CELL	2014	1	1	0	V	840.9900	34.0000	25.5000	643.4938	1519.0756	28.9000	25.5000	88.4000	116.7645	0.7751	1.3333	
6_dekH_3	CELL	2014	1	2	0	V	471.0700	25.5000	20.4000	639.3252	1635.7233	29.7500	80.7500	136.0000	87.5734	0.7719	1.2500	
6_dekH_3	CELL	2014	1	3	0	V	595.3400	34.0000	27.2000	653.5097	1905.4607	34.8500	56.1000	124.9500	101.1959	0.7305	1.2500	
6_dekH_3	CELL	2014	1	4	0	V	306.3400	20.4000	17.0000	684.7311	2096.8057	53.5500	22.1000	96.0500	68.1126	0.8298	1.2000	
6_dekH_3	CELL	2014	1	5	0	V	1575.0500	44.2000	40.8000	713.7941	1741.6079	62.0500	8.5000	114.7500	157.6321	0.7966	1.0833	
6_dekH_3	CELL	2014	1	6	0	V	812.0900	32.3000	25.5000	726.5171	1518.6929	25.5000	193.8000	251.6000	128.4410	0.6186	1.2667	
6_dekH_3	CELL	2014	1	7	0	V	381.4800	20.4000	22.1000	733.4212	2247.4258	73.1000	192.9500	286.4500	79.7891	0.7530	0.9231	
6_dekH_3	CELL	2014	1	8	0	V	499.9700	25.5000	22.1000	750.5746	2090.3908	22.9500	182.7500	231.2000	87.5734	0.8192	1.1538	
6_dekH_3	CELL	2014	1	9	0	V	505.7500	23.8000	17.0000	760.0263	1729.0457	5.9500	1.7000	31.4500	130.3870	0.3738	1.4000	
6_dekH_3	CELL	2014	1	10	0	V	586.6700	40.8000	13.6000	779.4039	2168.7310	83.3000	59.5000	183.6000	120.6566	0.5064	3.0000	
6_dekH_3	CELL	2014	1	11	0	V	1664.6400	71.4000	30.6000	808.3795	1894.1630	101.1500	144.5000	317.0500	268.5583	0.2900	2.3333	
6_dekH_3	CELL	2014	1	12	0	V	601.1200	30.6000	27.2000	784.7707	2640.3370	102.0000	108.8000	241.4000	91.4655	0.9029	1.1250	
6_dekH_3	CELL	2014	1	13	0	V	367.0300	20.4000	10.2000	792.6819	2680.3913	0.8500	64.6000	85.8500	112.8724	0.3620	2.0000	
6_dekH_3	CELL	2014	1	14	0	V	1025.9500	34.0000	17.0000	815.5499	2298.3521	82.4500	146.2000	262.6500	223.7986	0.2574	2.0000	
6_dekH_3	CELL	2014	1	15	0	V	1109.7600	34.0000	34.0000	814.2070	2041.0315	114.7500	7.6500	156.4000	153.7399	0.5900	1.0000	
6_dekH_3	CELL	2014	1	16	0	V	352.5800	30.6000	10.2000	824.5418	2463.6484	107.9500	74.8000	213.3500	97.3038	0.4680	3.0000	
6_dekH_3	CELL	2014	1	17	0	V	2179.0600	61.2000	39.1000	844.1515	1642.8832	81.6000	97.7500	240.5500	198.4997	0.6950	1.5652	
6_dekH_3	CELL	2014	1	18	0	V	618.4600	30.6000	23.8000	834.9860	2504.8388	125.8000	9.3500	165.7500	103.1420	0.7306	1.2857	
6_dekH_3	CELL	2014	1	19	0	V	829.4300	30.6000	34.0000	843.4073	2272.9178	129.2000	3.4000	163.2000	126.4949	0.6514	0.9000	
6_dekH_3	CELL	2014	1	20	0	V	1681.9800	45.9000	34.0000	869.3572	2041.3261	7.6500	5.9500	59.5000	217.9604	0.4449	1.3500	
6_dekH_3	CELL	2014	1	21	0	V	1488.3500	35.7000	13.6000	888.8524	1562.3792	0.8500	18.7000	55.2500	256.8819	0.2834	2.6250	
